full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
Timnas Indonesia mainnya bagus. Bahkan ketika kalah pun tetap bagus mainnya. Layak kok lolos ke babak berikutnya.,timnas indonesia main bagus kalah bagus main layak lolos babak,Positif,0.02611639,0.12984355,0.8440401
@benchpigeon Kalau kita liat cara mainnya timnas bener2 tidak mencerminkan peringkat 142 goal2 lawan juga kebanyakan blunder sendiri. Ya emang kedepannya akan jadi masalah kalau misal pemain diaspora dan yang pemain aboard tidak bisa membela timnas dan mengambil dari Liga lokal kita,lihat main timnas cermin peringkat goal lawan blunder main diaspora main aboard bela timnas ambil liga lokal,Negatif,0.042732257,0.8487184,0.10854937
Jujur timnas over euforia krg begitu suka aslinya karna lolosnya lbh ke faktor luck dan mainnya lbh ke negatif football walauu gk parah.  Tp gmn lg ini sejarah pertama kali dan projek sty yg lbh ke progress jangka panjang ttp diapresiasi sih.,jujur timnas over euforia krg suka asli lolos faktor luck main negatif football walauu parah sejarah kali projek sty progress jangka apresiasi,Negatif,0.014054841,0.9274537,0.058491457
"Asli lo, untuk yg sirik sama timnas cukup nonton aja kirgizstan (rank 98) dan oman (74) kemarin.  Mereka mainnya lebih jelek dari tai babi alias sampah, gak cantik, dan gak jelas arahnya. Sedangkan Indonesia bisa build up spt ini lho...",asli lo sirik timnas tonton kirgizstan rank om kemarin main jelek tahi babi alias sampah cantik arah indonesia build up lho,Negatif,0.0005213793,0.9936779,0.0058007697
"@mrsatanica @id_fm @CoachJustinL Mungkin gak sih skillnya jadi downgrade efek main di Asean? Kayaknya awal2 main di Timnas keliatan jago, lama2 jadi aneh mainnya, khususnya pas lawan Irak di Kualifikasi PD 2026 positioningnya parah.",fm skillnya downgrade efek main asean kayak main timnas lihat jago aneh main khusus pas lawan irak kualifikasi positioningnya parah,Negatif,0.14595431,0.5922625,0.2617832
"@FansNerazzurri timnas iya, tapi kalau liga lokal mainnya gini amat :((",timnas iya liga lokal main,Negatif,0.012275499,0.9208268,0.06689767
"yg sprti ini hny fans fomo yg ikut hingar bingarnya ketika event bsar aj. mreka ga ngerti proses, ga ngerti cr mainnya, yg mreka tau cm hasilnya. jls bkn fans timnas sejati. cr pandang mreka sempit (cm hasil turnamen besar) tanpa melihat dr yg lbih besar (proses utk smpe kesini)",fan fomo hingar bingarnya event bsar erti proses erti main hasil jls fan timnas sejati pandang sempit hasil turnamen lihat proses kesini,Negatif,0.25369787,0.37794918,0.3683529
"Sumpah ga dilebay2in krna org indo, tpi timnas sekarang mainnya enak banget diliat walaupun pas kalah. Ga kyk dulu sampah bgt.",sumpah dilebayin orang indonesia timnas main enak banget lihat pas kalah kayak sampah banget,Negatif,0.0024320649,0.94409865,0.053469308
Kebetulan lewat. Walau akun united tapi karen isinya timnas gapapa deh  Ini karakter mainnya mantep si. Mana tu yg ngomel cari panggung kemaren,akun united karen isi timnas gapapa deh karakter main mantap ngomel cari panggung kemarin,Positif,0.0061375275,0.10395325,0.8899092
@brosamael Semoga timnas indonesia mainnya lancar dan bisa menangin piala asia cup aminn jadi kebanggan Indonesia!! Semangat!,moga timnas indonesia main lancar menangin piala asia cup amin bangga indonesia semangat,Positif,0.35865033,0.24221067,0.39913905
"@BudiNafa @ruangtaktik Contohnya arhan deh. Kemarin dibully krn mainnya emng sejelek itu. Tapi kmrn di piala asia, bs lebih bgs ya dipuji tuh  Lagian. Gak semua yg hina pemain itu fans sejati timnas. Mrk cuma nitizen kardus yg pengenny indo menang trs.",contoh arhan deh kemarin dibully main jelek kemarin piala asia bagus puji hina main fan sejati timnas nitizen kardus pengenny indonesia menang,Negatif,0.2603461,0.3733202,0.36633363
"Seneng gk sih liat timnas yg dulu mainnya dikit2 long pass kedepan asal - asalan.  Sekarang bisa build up sabar &amp  cukup tenang kayak gini.  Pdahal posisinya ketinggalan, bukan lagi unggul.",senang lihat timnas main dikit long pas build up sabar tenang kayak posisi tinggal unggul,Positif,0.10002298,0.22287832,0.67709875
lagi2 mainnya di hari yg sama 2 match terakhir : timnas menang barca menang timnas kalah barca kalah https://t.co/FCXNz6UHO1,main match timnas menang barca menang timnas kalah barca kalah,Netral,0.4700013,0.25094673,0.279052
"Sama satu lagi, bola2 panjang nan lambung udah ga keliatan lagi Anak2 muda timnas skrg bisa dibilang mainnya lebih cerdas",bola lambung lihat anak muda timnas main cerdas,Negatif,0.17695467,0.48945084,0.33359453
"@Khuluq3339991 @utdfocusid @bliblidotcom sejelek jeleknya pemain yg main di eropa, mereka terbiasa melawan tim yg mainnya rapi. Kultur itu yg harus ada di timnas indonesia.",jelek jelek main main eropa lawan tim main rapi kultur timnas indonesia,Negatif,0.014341461,0.90147674,0.084181756
@utdfocusid @bliblidotcom Aduhh anjirrr timnas bisa gini ya mainnya,aduh anjir timnas main,Negatif,0.000893448,0.9892408,0.009865666
"@ruangtaktik Poin yg sangat setuju, di timnas bkn era “gw jago, ga perlu latihan, dtg lgsg main” disini soal attitude, work rate itu dilihat bgt (jd keputusan terakhir). Percaya tim pelatih dalam menyusun kerangka team,, kita tinggal menikmati proses &amp  mainnya",poin tuju timnas era gue jago latih langsung main attitude work rate lihat banget putus percaya tim latih susun kerangka team tinggal nikmat proses main,Positif,0.14884646,0.25230113,0.5988524
"1-0 lawan Australia, nanti ketemu korsel. Lebih wow lagi ngalahin korsel auto makin di rujak timnas korsel sama knetz, apalagi pelatihnya yg di lemparin telur pas world cup 2018  seruu kalo ngebayangin mah🤣☝🏻 tapi korsel mainnya lagi gk terlalu bagus juga, sama jordan aja imbang",lawan australia ketemu korsel wow kalah korsel auto rujak timnas korsel knetz latih lemparin telur pas world cup seru ngebayangin mah korsel main bagus jordan imbang,Positif,0.120555975,0.4009542,0.47848982
"Taik. Aneh banget, bisa-bisanya Timnas mainnya lebih entertaining"" dibanding Emyu.""",tahi aneh banget bisabisanya timnas main entertaining banding emyu,Negatif,9.975911e-05,0.99915993,0.00074032106
"@suryatjia Tapi dilihat sekarang timnas emg mainnya agak lebih bagus sih,Kak. Dibanding pra 2018 😆",lihat timnas main bagus sihkak banding pra,Positif,0.13917056,0.35878915,0.50204027
Karena menghindari jepang makanya niat gak niat ini timnas Korsel mainnya,hindar jepang niat niat timnas korsel main,Positif,0.20529352,0.34952822,0.44517827
"Ubay boleh jd pemain bola asalkan mainnya di timnas, kalo di psms medan bagus gausah nak",ubay main bola main timnas psms medan bagus enggak usah nak,Positif,0.098992676,0.20810087,0.69290644
@utdfocusid @bliblidotcom jaman dlu mimpi apaaa timnas mainnya build up begini🥺,jaman mimpi timnas main build up,Negatif,0.11029745,0.69424635,0.19545619
"Gua mikir gini, lu ngapain ngarepin tim lain main bagus lah tim lain main jelek lah sementara timnas kita aja mainnya masih kureng, beda kelas lah kalo dibandingin Irak sama Jepang dan itu FAKTA.",gua mikir lu kapai ngarepin tim main bagus tim main jelek timnas main reng beda kelas dibandingin irak jepang fakta,Negatif,0.0001956425,0.9973459,0.0024583656
"@kucilpung @anotherfawx @unmagnetism @erickthohir Ini bukan bermain dengan pesimis, kan kemarin udahan mainnya, mainnya ga pesimis kok. Semua juga udah disuruh rapi-rapi buat co hotel. Alhamdulillah rezeki timnas.",main pesimis kemarin udahan main main pesimis suruh rapirapi cowok hotel alhamdulillah rezeki timnas,Positif,0.22270839,0.36283502,0.41445658
"lagian aneh aja yang mendiskreditkan Timnas Indonesia ini iya sih belum menghasilkan trofi, cuma kan progress nya ada secara permainan membaik, peringkat FIFA naik terus bahkan pas kalah lawan Jepang, sebenernya mainnya udh bagus loh  aneh emang",aneh diskredit timnas indonesia iya hasil trofi progress main peringkat fifa pas kalah lawan jepang main bagus aneh,Negatif,0.015325864,0.9098856,0.07478853
@erickthohir Kita gak perduli hasilnya apa lawan OZ! Menang Alhamdulila Puji Tuhan Kalah yaa yaudah gapapa! Yang kita perduliin dan lebih penting adalah KONTRAK STY DIPERPANJANG PAK! Biar Towel sama Akmal makin Tantrum liat Timnas makin baguussh mainnya!,duli hasil lawan oz menang alhamdulila puji tuhan kalah yaudah gapapa perduliin kontrak sty towel akmal tantrum lihat timnas baguussh main,Negatif,0.16776851,0.5899226,0.24230887
"@ruangtaktik @bliblidotcom Min, tipe striker sty waktu di timnas indo sama korea cara mainnya beda atau sama?",min tipe striker sty timnas indonesia korea main beda,Positif,0.3291828,0.25191417,0.41890305
Alhamdulillah #Timnas #TimnasIndonesia maju ke babak 16 besar Piala Asia...Semoga mainnya makin padu dan tdk membuat kesalahn sendiri. Optimis bisa menang lawan Australia!  Bismillah #garuda #TimnasDay #Indonesia #IndonesiaLolos https://t.co/8MT1wvRL53,alhamdulillah maju babak piala asiasemoga main padu kesalahn optimis menang lawan australia bismillah,Positif,0.16418941,0.18655787,0.64925265
"Valid. Salah satu alasan selalu realistis sama timnas senior. Permainan terbaik"" yang pernah gw lihat itu di era nya Luis Milla.  aneh klo ada yang bilang kemarin main lawan Jepang itu mainnya bagus.""",valid salah alas realistis timnas senior main gue lihat era luis milla aneh kemarin main lawan jepang main bagus,Positif,0.1821942,0.26135024,0.5564556
"@garistengah_id 2007, gw di pinggir lapangan pake kostum ijo volunteer, nyaksiin timnas berjuang mati2an didukung supporter fanatik di belakangnya, mainnya spartan ditambah pendukungnya militan",id gue pinggir lapang pakai kostum ijo volunteer nyaksiin timnas juang mati dukung supporter fanatik main spartan dukung militan,Negatif,0.022877093,0.9084954,0.0686275
"@cantguardfear @TahuTempeGoren2 @almumtaz_ @medioclubID Bedalah inter dengan timnas, inter era mou it emang trademarknya serangan balik kaya malaysia vs korsel tadi malam, atau Jepang vs irak, atau jordan vs korsel kalo timnas ya mainnya serangan balik gagal mulu, emang cma timnas kena covid, noh thailand baru ganti pelatih tp tokcer.",beda inter timnas inter era mou trademarknya serang kayak malaysia vs korsel malam jepang vs irak jordan vs korsel timnas main serang gagal mulu timnas kena covid noh thailand ganti latih tokcer,Netral,0.58910537,0.18913296,0.22176175
"@MamatAlkatiri Asal jangan seperti Piala Tiger dulu, baru masuk final, nurdin Kholid udah ngajak pemain timnas Safari politik.  Di final kalah lawan Thailand.  Walau mainnya di Qatar  tetap harus waspada, karena Situasi Skrg ada paslon yg lg panik, all in, semua cara dipakai.",piala tiger masuk final nurdin kholid ajak main timnas safari politik final kalah lawan thailand main qatar waspada situasi paslon panik all pakai,Netral,0.38442814,0.3630896,0.2524822
Wih mainnya minggu. Besok dah mulai latihan lagi dong timnas,wih main minggu besok deh latih timnas,Positif,0.13302565,0.22259477,0.64437956
Silakan kalau mau ada yg berdebat ini timnas mainnya udah rapi atau berantakan. Pragmatis atau berani terbuka. Karepmu.  Tapi liat pemain kt menit 90 masih bs sprint solo-run sih bangga sekali sama stamina mereka yg keliatan bgt improved,sila debat timnas main rapi beranta pragmatis berani buka karepmu lihat main menit sprint solorun bangga stamina lihat banget improved,Negatif,0.31232578,0.39801607,0.28965813
Bisa yuk bisa yuk TIMNAS INDONESIA melangkah jauh lagi. Bisa lah pake mode mainnya Kroasia wkwkwk,yuk yuk timnas indonesia lang pakai mode main kroasia wkwkwk,Netral,0.43475473,0.24550512,0.31974012
"First time in history timnas bisa lolos ke babak 16 besar Piala Asia, but i bet gak semua ikut seneng karena pasti ada aja yg nyinyir lolos karena hoki"" lah, ""mainnya gak bagus"" lah, ""taktiknya ngandelin counter"" Lah dll, LO GAK DIAJAK ANJIM FUCK OFF!!!!!""",first time history timnas lolos babak piala asia but banget senang nyinyir lolos hoki main bagus taktik ngandelin counter dll lo ajak anjim fuck off,Positif,0.016574245,0.30565795,0.6777679
"smoga timnas kita ga jumawa atau terlena. Krn biasanya akan di blow up dgn berita heboh. Yg ujung""nya malah mainnya jd terpengaruh. Bahkan takutnya kalo sampe ad pertemuan"" ga penting dgn para tokoh"" politik atau tokoh"" ga jelas.  Siap"" jd bahan kampanye drpara caleg.🤭""",moga timnas jumawa lena blow up berita heboh ujung main pengaruh takut temu tokoh politik tokoh bahan kampanye drpara caleg,Negatif,0.052825466,0.85955834,0.0876162
"Untung blunder cokkk, btw gg kirgiz. Timnas 16 besar mainnya yg bener lahh @TimnasIndonesia",untung blunder cokkk btw kirgiz timnas main,Positif,0.35712743,0.2603895,0.38248307
Ini negara timur tengah sengaja bgt nih mainnya. Skenarionya gk mau ktemu korea &amp  jepang. Gpp coba lagi next kalo timnas indo lolos lagi 😌 jgn patah semangat. #asiancup2023,negara timur sengaja banget main skenario ketemu korea jepang enggak apa coba next timnas indonesia lolos patah semangat,Negatif,0.17782448,0.45168144,0.37049404
@idextratime @bliblidotcom Engga terlalu lbh baik menatap kualifikasi Pildun 2026 ketimbang kesel lihat timnas lain mainnya ngelawak 😄😓,tatap kualifikasi pildun ketimbang kesel lihat timnas main lawak,Negatif,0.017690888,0.9145575,0.06775159
"udh feeling indo ga bakal lolos, tapi entah kenapa suka bgt mainnya timnas indo sekarang",feeling indonesia lolos suka banget main timnas indonesia,Negatif,0.009351002,0.7271271,0.26352185
@zegori_ Semoga timnas indonesia bisa menang dan lancar mainnya di piala asia! Semangatt!!,moga timnas indonesia menang lancar main piala asia semangat,Netral,0.5668721,0.16945767,0.26367027
Ini timnas korea mainnya gimana ya ehe kok malah panik gitu padahal kelas dunia. Ini kalo kalah sama malay ya geger geden wkwkwk,timnas korea main ehe panik kelas dunia kalah malay geger geden wkwkwk,Netral,0.41332558,0.21951754,0.36715686
"Gw udah lama ga enjoy nonton timnas, mainnya udah modern.  dulu mah main swing aja ke depan kagak ada bentuknya",gue enjoy tonton timnas main modern mah main swing kagak bentuk,Positif,0.3195881,0.26713058,0.41328132
"emang ada fungsinya ya sebagai fans celsi nih, liat timnas kalah digempur sekalipun tetap tegar (karena mainnya celsi lebih sampah lagi dibandingkan dengan ekspektasi yang ada)",fungsi fan celsi lihat timnas kalah gempur tegar main celsi sampah banding ekspektasi,Negatif,0.07051392,0.8092942,0.12019185
"@SiaranBolaLive Semalem timnas mainnya bagus. Gpp, pasti timnas kita bakal jauh lebih baik kedepannya",semalem timnas main bagus enggak apa timnas,Positif,0.23636964,0.37958243,0.38404799
"@SiaranBolaLive Gw suka mainnya timnas pas AFC ini, kelihatan bgt emang progresnya tp memang kalo lawan Jepang emang beda level aja. Semoga di Kualifikasi Pildun bisa lebih baik lagi, dan bisa menunjukkan hasil maksimal. Jika standarnya sudah bagus gini “harusnya” AFF tahun dpn bisa juara.",gue suka main timnas pas afc lihat banget progres lawan jepang beda level moga kualifikasi pildun hasil maksimal standar bagus aff juara,Positif,0.0071637747,0.10021595,0.89262027
"Dan salutnya netizen masih mau mengapresiasi, terlebih lagi mensupport baik langsung maupun tidak langsung, kalau timnas buruk netizen pasti nilai buruk, kalau mainnya baik juga akan menilai baik, rasanya senang sekali bisa mengenal dunia sepakbola dengan segala macam dramanya",salut netizen apresiasi mensupport langsung langsung timnas buruk netizen nilai buruk main nilai senang kenal dunia sepakbola drama,Negatif,0.07992591,0.74639845,0.17367566
"@SiaranBolaLive Emang rata2 pemain indonesia itu U20-U23 msh bagus mainnya, ga males dan ada ambisi. Coba cek yg makin senior, dah ngerasa tenar ga fokus lg sbg atlet pro. Kenal duit, hiburan, ga ngembangin skill. Akhirnya gitu2 aja. Negara lain makin senior makin matang, nah timnas makin...",main indonesia uu bagus main malas ambisi coba cek senior deh tenar fokus atlet pro kenal duit hibur ngembangin skill negara senior matang timnas,Negatif,0.27452582,0.41733807,0.30813608
Tim goblok masih bagusan mainnya timnas kemarin,tim goblok bagus main timnas kemarin,Negatif,0.014509507,0.898348,0.08714258
timnas lawan jepang semalam babak 1 mainnya solid bgt. babak 2 karena lebih terbuka jadi ya resikonya emang kebobolan banyak.  tapi gokil sih liat timnas main terorganisir. bayangan gue lawan jepang akan kalah segala lini (walaupun emang iya),timnas lawan jepang malam babak main solid banget babak buka resiko bobol gila lihat timnas main organisir bayang gue lawan jepang kalah lini iya,Positif,0.14230911,0.40078253,0.45690835
"@idextratime @bliblidotcom STY stay lah, timnas mainnya ada progress jg gr2 beliau.",sty stay timnas main progress gr beliau,Netral,0.44888613,0.23768254,0.31343138
"Mikirin gimana caranya timnas biar lolos grup tau tau udah jam 3, nanti masuk shift pagi. Btw Takefusa Kubo mainnya anjing banget, bisa ngacak ngacak 6 bek indo sendirian",pikir timnas lolos grup jam masuk shift pagi btw takefusa kubo main anjing banget ngacak ngacak bek indonesia,Negatif,0.00060863193,0.9946286,0.004762732
@idextratime @bliblidotcom BENER BANGET TI 😭😭 GUE BANGGA BANGET MENYAKSIKAN TIMNAS BISA SEKEREN ITU MAINNYA 😭,banget ti gue bangga banget saksi timnas keren main,Positif,0.0054628947,0.06134251,0.9331945
